Island database,,,,,,,,,
302,Savave/Nukufetau,178.31,-8.03,1,5.6,149.1,1,178.31,-8.03
303,Pollap/Pulap,149.42,7.64,1,1.7,101.3,1,149.43,7.64
304,Kili (K)le),169.12,5.64,1,0.8,0.9,1,169.12,5.64
305,Rawaki (Phoenix),189.28,-3.72,1,0.8,12,1,189.27,-3.71
306,Ifalik,144.46,7.25,1,2.7,232.1,1,144.46,7.25
307,Ile Fabre,162.97,-18.32,1,3.6,825.6,1,163.01,-18.3
308,Farallon de Medinilla,146.06,16.02,1,1.3,5.2,1,146.06,16.02
309,Iles Maria/Maria/Hull Island,205.3,-21.8,1,1.7,32.8,1,205.3,-21.8
310,Alim,147.06,-2.89,1,0.7,38.5,1,147.06,-2.89
311,Hereheretue (St. Paul),215.06,-19.87,1,5.3,88.4,1,215.06,-19.87
312,Bikini (Pikinni),165.41,11.5,1,9.4,392.8,1,165.39,11.56
313,Ruo,152.24,8.6,1,5.3,587.9,1,152.24,8.61
314,Han (Carteret/Tulun),155.47,-4.78,1,1.3,253.4,1,155.47,-4.78
315,Nukulaelae (Fangaua),179.85,-9.37,1,3.1,37.8,1,179.81,-9.37
316,Birnie,188.48,-3.58,1,0.6,19.1,1,188.48,-3.58
317,Necker,195.3,23.58,1,0.6,681.2,1,195.3,23.58
318,Anuta,169.84,-11.58,1,0.6,46.6,1,169.85,-11.61
319,Nupani,165.65,-10.07,1,0.7,1.5,1,165.72,-10.05
320,Pulo Anna,131.96,4.66,1,0.5,23.6,1,131.96,4.66
321,Namoluk,153.12,5.92,1,3,59.5,1,153.12,5.92
322,Merig,167.79,-14.29,1,0.5,0.5,1,167.8,-14.31
323,Tavunasici,180.91,-18.73,1,0.5,2,1,180.91,-18.73
324,Fayu/Fayo,151.36,8.57,1,0.5,34.3,1,151.34,8.55
325,Nudha,160.8,-9.53,1,0.4,0.4,1,160.8,-9.53
326,Tench (Enus),150.67,-1.65,1,0.4,0.4,1,150.67,-1.65
327,Manu (Allison),143.58,-1.31,1,0.4,0.4,1,143.58,-1.31
328,Takapoto (Spiridof),214.82,-14.64,1,51.7,258.6,1,214.8,-14.62
329,Ailinginae (Ailiginae),166.42,11.12,1,15.6,893.5,1,166.41,11.14
330,Fangataufa (Cockburn),221.24,-22.25,1,9.9,73.1,1,221.25,-22.23
331,Vostok,207.62,-10.1,1,0.4,0.4,1,207.62,-10.1
332,Mejit (Mpjej),170.87,10.28,1,2.8,4.4,1,170.87,10.29
333,Olimarao,145.88,7.7,1,0.4,28.8,1,145.88,7.7
334,island8989,140.88,27.24,1,0.6,2.5,0,NaN,NaN
335,island8995,155.54,-23.25,1,0.3,39.3,0,NaN,NaN
336,Motu Iti,219.39,-8.68,1,0.4,29.3,1,219.39,-8.68
337,Mole Island/Unknown,146.46,-2.87,1,1.4,27.7,1,146.46,-2.87
338,island9137,170.1,-11.96,1,0.3,0.3,0,NaN,NaN
339,a) Mili-Nadikdik (Knox Atoll),172.16,5.89,1,20.3,890.8,1,172.17,5.89
340,island9238,154.39,-21.03,1,0.4,39.2,0,NaN,NaN
341,Faraulep,144.55,8.6,1,0.8,16.8,1,144.53,8.59
342,Mataiva (Matahiva  Lazareff),211.31,-14.9,1,15,36.6,1,211.31,-14.88
343,Mwoakilloa (Mokil)/Manton,159.78,6.68,1,1.9,19.7,1,159.77,6.69
344,Tauere (St. Simeon),218.49,-17.37,1,2.2,45.6,1,218.49,-17.37
345,island9365,140.36,29.81,1,0.3,2.4,0,NaN,NaN
346,Maria Est,223.8,-22.02,1,5.2,55.6,1,223.81,-22.01
347,island9510,150,-16.13,1,0.6,59.7,0,NaN,NaN
348,Maloelap,171.1,8.84,1,22.1,782,1,171.03,8.77
349,Fakarava (Wittgenstein),214.37,-16.26,1,62.7,1134.7,1,214.39,-16.26
350,Haorangi (Bow Harp),219.18,-18.22,1,32.6,462.5,1,219.15,-18.21
351,Kwajalein (Kuwajleen),167.46,9.09,1,29,1072.5,1,167.44,9.05
352,Bikar (Pikaar),170.13,12.25,1,0.9,133.3,1,170.11,12.25
353,island10393,136.09,20.42,1,0.3,1.6,0,NaN,NaN
354,island10575,158.85,-21.4,1,0.3,1915.7,0,NaN,NaN
355,Chesterfield isles,159,-19.42,1,13.5,2507.4,1,158.94,-19.37
356,island10719,184.58,-20.32,1,0.2,0.2,0,NaN,NaN
357,Erikub (Adkup),170.06,9.14,1,16.2,830.3,1,170.03,9.12
358,island10830,148.44,-17.73,1,0.4,64.4,0,NaN,NaN
359,Puka-puka (Dog),221.19,-14.82,1,7,9.2,1,221.19,-14.82
360,Pikelot,147.64,8.09,1,0.2,2132.8,1,147.65,8.1
361,Kapingamarangi,154.8,1.08,1,2.1,89.7,1,154.81,1.08
362,island11153,150,-16.94,1,0.3,45.9,0,NaN,NaN
363,Pearl and Hermes Atoll,184.19,27.78,1,0.7,470.6,1,184.19,27.84
364,Gaferut,145.38,9.23,1,0.2,9.3,1,145.38,9.23
365,Manihi (Wilsons),214.05,-14.37,1,23.8,175.7,1,214.05,-14.38
366,island12042,147.88,-16.48,1,0.2,107.3,0,NaN,NaN
367,island12716,126.83,26.59,1,0.2,1.7,0,NaN,NaN
368,island12878,134.99,-0.2,1,0.2,170.2,0,NaN,NaN
369,Millennium,209.79,-9.97,1,5.8,22.5,1,209.79,-9.96
370,Kauehi (Vincennes),214.82,-15.79,1,32.4,507.5,1,214.83,-15.79
371,island13652,219.63,-7.87,1,0.3,89.3,0,NaN,NaN
372,Manihiki,199.01,-10.45,1,8.3,34.3,1,199.01,-10.43
373,West Fayu,146.74,8.09,1,0.2,24.9,1,146.73,8.08
374,Oeno,229.26,-23.92,1,1.6,12.8,1,229.26,-23.92
375,island13858,155.46,-22.17,1,0.2,37.1,0,NaN,NaN
376,Ravahere (Dawhaida),217.88,-18.25,1,5.4,268,1,217.86,-18.25
377,island14000,157.97,-8.98,1,0.3,0.3,0,NaN,NaN
378,island14102,124.57,25.9,1,0.1,21.5,0,NaN,NaN
379,Majuro (Mpjro),171.06,7.22,1,23.3,202.4,1,171.04,7.14
380,Nukunonu,188.16,-9.19,1,4.9,67.3,1,188.14,-9.24
381,Tekokota (Doubtful),217.44,-17.32,1,0.2,16.4,1,217.43,-17.32
382,Vot Tande,167.64,-13.25,1,0.1,6.9,1,167.64,-13.26
383,island15390,268.37,0.27,1,0.1,0.2,0,NaN,NaN
384,Motutunga (Adventure),215.6,-17.07,1,22.6,760.3,1,215.63,-17.1
385,Vatoa,181.76,-19.82,1,4.6,53.2,1,181.76,-19.82
386,Marutea North (Furneaux),224.43,-21.56,1,10,133.3,1,224.43,-21.53
387,Eauripik,143.04,6.7,1,0.3,30.8,1,143.04,6.69
388,island16164,145.92,-2.18,1,0.1,0.1,0,NaN,NaN
389,Bokak (Taongi Atoll),169.01,14.66,1,5.6,161.5,1,168.94,14.66
390,Tuvana-i-Ra,181.17,-21.03,1,0.1,51,1,181.15,-21.04
391,Enewetak (+newetak),162.1,11.46,1,10.4,430.5,1,162.19,11.47
392,Rose Atoll,191.83,-14.55,1,0.1,6,1,191.85,-14.55
393,Likiep,169.15,9.95,1,9.3,454.2,1,169.13,9.93
394,island17942,155.86,-17.41,1,0.1,30,0,NaN,NaN
395,Fangatau (Arakchev),219.14,-15.84,1,5,22.8,1,219.14,-15.83
396,Gardner Pinnacles,192,25,1,0.1,680.9,1,192.02,25.02
397,Ujae,165.68,9.06,1,2.3,343.5,1,165.64,9.06
398,Utirik (Utrik),169.82,11.27,1,4.4,430.5,1,169.8,11.27
399,island19449,153.49,-21.85,1,0.3,117.1,0,NaN,NaN
400,Raroia (Barclay de Tolley),217.65,-16.04,1,16,297.8,1,217.61,-16.02
401,island19995,155.8,-21.27,1,0.1,59.8,0,NaN,NaN
402,island20391,216.49,-27.9,1,0.2,2.7,0,NaN,NaN
403,island20762,221.58,-10.36,1,0.1,0.1,0,NaN,NaN
404,Penrhyn,201.99,-9.03,1,15.1,189.5,1,202.02,-9.01
405,Taenga (Holt  Yermalov),216.88,-16.33,1,2.9,237.2,1,216.86,-16.34
406,island22564,129.77,28.76,1,0.1,0.1,0,NaN,NaN
407,Paraoa (Gloucester),219.32,-19.15,1,4.1,76.4,1,219.32,-19.13
408,island22578,120.02,25.58,1,0.1,0.1,0,NaN,NaN
409,Rongerik,167.45,11.41,1,3.3,206.5,1,167.45,11.37
410,Suwarrow,196.91,-13.25,1,1.7,64.9,1,196.88,-13.27
411,Wotho,165.99,10.09,1,6.2,164.3,1,165.98,10.1
412,Morane,222.87,-23.14,1,0.7,36.4,1,222.87,-23.15
413,Jaluit (Jalwoj),169.45,6.01,1,18.7,881.7,1,169.49,6.01
414,Tatakoto (Clerke  Narcissus),221.62,-17.35,1,7,78.2,1,221.61,-17.34
415,Ngulu,137.45,8.37,1,1.2,185.1,1,137.48,8.45
416,Reitoru (Bird’s),216.93,-17.85,1,1.6,13.7,1,216.93,-17.85
417,Ducie,235.21,-24.68,1,1.4,10.6,1,235.21,-24.68
418,French Frigate Shoals,193.83,23.73,1,1.6,636.6,1,193.85,23.75
419,Ailuk (Aelok),169.97,10.32,1,6.1,301.9,1,169.94,10.3
420,Nukuoro,154.97,3.83,1,2.4,47,1,154.97,3.84
421,Lae,166.24,8.96,1,2.3,71,1,166.24,8.94
422,Namu,168.25,7.92,1,7.9,598.3,1,168.22,7.9
423,Oroluk,155.16,7.62,1,0.5,499.7,1,155.16,7.62
424,Sorol,140.39,8.15,1,1.5,61.3,1,140.38,8.15
425,Amanu (Moller),219.17,-17.82,1,27.6,264.1,1,219.18,-17.79
426,Hikueru (Melville),217.4,-17.56,1,2,99.3,1,217.38,-17.59
427,Ujelang (Ujla~),160.88,9.81,1,2.7,175.1,1,160.9,9.82
428,Moruroa (Mururoa  Matilda),221.09,-21.79,1,16.1,72.5,1,221.08,-21.83
429,Tureia (Carysfort),221.43,-20.83,1,10.3,63.5,1,221.46,-20.83
430,Nihiru (Nigeri),217.13,-16.7,1,3.2,114.6,1,217.16,-16.7
431,island28264,244.25,24.95,1,0,21.1,0,NaN,NaN
432,Fakaofo,188.8,-9.39,1,5.9,30.4,1,188.78,-9.38
433,Tematangi (Bligh’s),219.36,-21.71,1,3.6,82.2,1,219.38,-21.68
434,Helen,131.81,2.98,1,0.2,162,1,131.81,2.97
435,Orona (Hull),187.82,-4.52,1,11.1,41.2,1,187.82,-4.51
436,Tetiaroa,210.44,-16.99,1,2.8,30.9,1,210.44,-17
437,Nikumaroro,185.47,-4.67,1,6.6,27.9,1,185.48,-4.67
438,reef12,120.15,25.83,0,0,11,0,NaN,NaN
439,reef33,121.5,19.7,0,0,5.1,0,NaN,NaN
440,reef98,123.13,29.83,0,0,7.5,0,NaN,NaN
441,reef123,123.68,15,0,0,0.8,0,NaN,NaN
442,reef149,124.07,29.63,0,0,49.9,0,NaN,NaN
443,reef169,124.29,15.82,0,0,8.7,0,NaN,NaN
444,reef200,125.06,26.41,0,0,0.2,0,NaN,NaN
445,reef221,125.64,28.25,0,0,0.8,0,NaN,NaN
446,reef247,125.83,25.34,0,0,0.6,0,NaN,NaN
447,reef316,128.88,29.26,0,0,2.1,0,NaN,NaN
448,reef349,133.62,3.6,0,0,2.1,0,NaN,NaN
449,reef356,134.32,0.88,0,0,145.4,0,NaN,NaN
450,reef361,134.49,9.22,0,0,0.4,0,NaN,NaN
451,reef428,138.26,9.95,0,0,0.6,0,NaN,NaN
452,reef446,141.55,23.22,0,0,1.6,0,NaN,NaN
453,reef448,141.63,24.06,0,0,0.2,0,NaN,NaN
454,reef883,144.19,7.03,0,0,7.7,0,NaN,NaN
455,reef888,144.22,-1.8,0,0,1.3,0,NaN,NaN
456,reef907,144.52,-10.29,0,0,168.3,0,NaN,NaN
457,reef912,144.43,12.83,0,0,10.7,0,NaN,NaN
458,reef920,144.47,13.07,0,0,0.4,0,NaN,NaN
459,reef934,144.79,-9.55,0,0,209.2,0,NaN,NaN
460,reef947,145.22,8.4,0,0,459.6,0,NaN,NaN
461,reef949,145.4,5.94,0,0,122,0,NaN,NaN
462,reef954,145.41,15.1,0,0,0.6,0,NaN,NaN
463,reef984,145.67,-10.06,0,0,166.3,0,NaN,NaN
464,reef1002,145.69,8.43,0,0,136,0,NaN,NaN
465,reef1042,145.73,7.37,0,0,52.7,0,NaN,NaN
466,reef1049,145.73,8.16,0,0,0.4,0,NaN,NaN
467,reef1104,146.04,16.45,0,0,1.7,0,NaN,NaN
468,reef1182,146.63,-13.91,0,0,92.3,0,NaN,NaN
469,reef1239,147.12,-15.5,0,0,3.5,0,NaN,NaN
470,reef1243,147.24,8.15,0,0,38.3,0,NaN,NaN
471,reef1246,147.2,7.75,0,0,6.2,0,NaN,NaN
472,reef1284,147.66,7.76,0,0,58,0,NaN,NaN
473,reef1305,147.74,-16.75,0,0,22,0,NaN,NaN
474,reef1314,147.79,-3.45,0,0,66.6,0,NaN,NaN
475,reef1346,147.87,-17.24,0,0,0.2,0,NaN,NaN
476,reef1381,148.02,-3.35,0,0,53.9,0,NaN,NaN
477,reef1406,148.16,9.07,0,0,178.9,0,NaN,NaN
478,reef1411,148.06,7.48,0,0,26.2,0,NaN,NaN
479,reef1557,148.36,7.74,0,0,11.9,0,NaN,NaN
480,reef1652,148.88,-17.41,0,0,13.3,0,NaN,NaN
481,reef1673,149.05,5.54,0,0,31.7,0,NaN,NaN
482,reef1701,149.17,-16.97,0,0,39.7,0,NaN,NaN
483,reef1702,149.15,-16.03,0,0,10.3,0,NaN,NaN
484,reef1736,149.34,-17.95,0,0,4.3,0,NaN,NaN
485,reef1746,149.36,-15.97,0,0,0.6,0,NaN,NaN
486,reef1761,149.48,6.3,0,0,40.6,0,NaN,NaN
487,reef1803,149.63,-18.08,0,0,2.5,0,NaN,NaN
488,reef1898,150,-17.51,0,0,0.2,0,NaN,NaN
489,reef1916,150.08,-17.3,0,0,1.2,0,NaN,NaN
490,reef1959,150.29,-16.53,0,0,17.9,0,NaN,NaN
491,reef2059,150.66,-17.76,0,0,5.5,0,NaN,NaN
492,reef2062,150.67,-16.8,0,0,0.6,0,NaN,NaN
493,reef2146,151.08,-17.43,0,0,33,0,NaN,NaN
494,reef2229,151.57,-17.34,0,0,122.6,0,NaN,NaN
495,reef2334,151.93,16.13,0,0,0.6,0,NaN,NaN
496,reef2411,152.22,-19.18,0,0,85.4,0,NaN,NaN
497,reef2571,152.67,-22.61,0,0,1.8,0,NaN,NaN
498,reef2613,153.35,-1.9,0,0,1148.3,0,NaN,NaN
499,reef2730,155.75,-10.8,0,0,203.7,0,NaN,NaN
500,reef2754,157.48,13.86,0,0,0.2,0,NaN,NaN
501,reef2757,157.85,12.81,0,0,84.3,0,NaN,NaN
502,reef2773,158.29,-9.05,0,0,6.6,0,NaN,NaN
503,reef2806,158.54,-7.2,0,0,1.7,0,NaN,NaN
504,reef2811,158.59,12.33,0,0,0.6,0,NaN,NaN
505,reef2893,159.04,-29.94,0,0,16.4,0,NaN,NaN
506,reef2899,159.09,-29.46,0,0,0.6,0,NaN,NaN
507,reef2901,159.2,-22.27,0,0,61.7,0,NaN,NaN
508,reef2909,159.27,-22.56,0,0,21.5,0,NaN,NaN
509,reef2912,159.38,-24.12,0,0,171.1,0,NaN,NaN
510,reef2919,159.38,-6.21,0,0,107.4,0,NaN,NaN
511,reef2932,159.65,-25.38,0,0,483.6,0,NaN,NaN
512,reef2941,159.72,-7.75,0,0,20.5,0,NaN,NaN
513,reef2961,160.34,-12.62,0,0,1093.7,0,NaN,NaN
514,reef2979,160.72,-20.16,0,0,696.3,0,NaN,NaN
515,reef3018,160.75,-21.36,0,0,40.9,0,NaN,NaN
516,reef3020,160.74,-21.11,0,0,1,0,NaN,NaN
517,reef3045,161.49,22.35,0,0,47.8,0,NaN,NaN
518,reef3046,161.59,-20.9,0,0,210.4,0,NaN,NaN
519,reef3050,161.79,15.54,0,0,79.8,0,NaN,NaN
520,reef3070,162.25,-21.08,0,0,118.2,0,NaN,NaN
521,reef3114,163.04,20.3,0,0,15.9,0,NaN,NaN
522,reef3173,164.41,-18.56,0,0,70.6,0,NaN,NaN
523,reef3221,165.61,-19.82,0,0,143.1,0,NaN,NaN
524,reef3222,165.57,-9.88,0,0,8.3,0,NaN,NaN
525,reef3250,165.85,-19.86,0,0,11.7,0,NaN,NaN
526,reef3252,165.85,-9.84,0,0,5.5,0,NaN,NaN
527,reef3269,166.08,-9.84,0,0,2.8,0,NaN,NaN
528,reef3270,166.09,-15.94,0,0,0.4,0,NaN,NaN
529,reef3361,166.84,-10.28,0,0,0.4,0,NaN,NaN
530,reef3462,167.36,-12.4,0,0,1.9,0,NaN,NaN
531,reef3489,167.52,-9.62,0,0,1.7,0,NaN,NaN
532,reef3538,167.77,-10.67,0,0,1.5,0,NaN,NaN
533,reef3544,167.92,-29.57,0,0,5.4,0,NaN,NaN
534,reef3551,167.98,-23,0,0,6.9,0,NaN,NaN
535,reef3556,168.07,-29.34,0,0,0.2,0,NaN,NaN
536,reef3563,168.16,-9.91,0,0,0.4,0,NaN,NaN
537,reef3564,168.19,-12.56,0,0,0.4,0,NaN,NaN
538,reef3568,168.46,-18.39,0,0,12,0,NaN,NaN
539,reef3572,168.63,-22.04,0,0,3.4,0,NaN,NaN
540,reef3575,168.85,12.15,0,0,74.2,0,NaN,NaN
541,reef3578,169,-22.37,0,0,92.3,0,NaN,NaN
542,reef3583,169.44,13.1,0,0,0.4,0,NaN,NaN
543,reef3584,169.47,-22.92,0,0,22.2,0,NaN,NaN
544,reef3598,169.92,-11.06,0,0,5.1,0,NaN,NaN
545,reef3607,170.29,-20.99,0,0,0.2,0,NaN,NaN
546,reef3618,171.49,-12.32,0,0,1.7,0,NaN,NaN
547,reef3619,171.67,-22.37,0,0,3.4,0,NaN,NaN
548,reef3622,172.13,-11.91,0,0,203.7,0,NaN,NaN
549,reef3625,172.2,-12.6,0,0,43.5,0,NaN,NaN
550,reef3626,172.71,-12.43,0,0,93.3,0,NaN,NaN
551,reef3630,173.48,5.9,0,0,8.8,0,NaN,NaN
552,reef3634,173.62,-13.11,0,0,17.6,0,NaN,NaN
553,reef3636,173.74,-11.83,0,0,196.5,0,NaN,NaN
554,reef3640,174.03,-12.8,0,0,12.4,0,NaN,NaN
555,reef3646,174.63,-21.76,0,0,15.4,0,NaN,NaN
556,reef3648,174.75,29.38,0,0,3.6,0,NaN,NaN
557,reef3650,175.33,-11.6,0,0,461.8,0,NaN,NaN
558,reef3658,175.68,23.02,0,0,6.1,0,NaN,NaN
559,reef3662,175.74,-4.04,0,0,15.9,0,NaN,NaN
560,reef3664,175.83,1.45,0,0,6.9,0,NaN,NaN
561,reef3667,175.87,-15.66,0,0,18.4,0,NaN,NaN
562,reef3692,177.44,-12.82,0,0,31.7,0,NaN,NaN
563,reef3766,179.72,-6.05,0,0,10.1,0,NaN,NaN
564,reef3781,180.56,-12.13,0,0,1047.6,0,NaN,NaN
565,reef3782,180.4,-11.5,0,0,26.1,0,NaN,NaN
566,reef3785,180.43,-27.52,0,0,14.9,0,NaN,NaN
567,reef3786,180.45,-18.67,0,0,25.5,0,NaN,NaN
568,reef3789,180.48,-12.55,0,0,1,0,NaN,NaN
569,reef3797,180.75,-12.83,0,0,47.8,0,NaN,NaN
570,reef3800,180.77,-13.44,0,0,19.9,0,NaN,NaN
571,reef3801,180.76,13.46,0,0,6.3,0,NaN,NaN
572,reef3805,180.82,-10.65,0,0,146.1,0,NaN,NaN
573,reef3806,180.8,-26.29,0,0,1,0,NaN,NaN
574,reef3807,180.89,-23.93,0,0,95,0,NaN,NaN
575,reef3810,181.01,-25.38,0,0,20.4,0,NaN,NaN
576,reef3812,181.09,-23.66,0,0,94,0,NaN,NaN
577,reef3814,181.1,-13.24,0,0,19.7,0,NaN,NaN
578,reef3825,181.26,-22.18,0,0,8.4,0,NaN,NaN
579,reef3839,181.37,-16.68,0,0,0.2,0,NaN,NaN
580,reef3867,181.77,-11.83,0,0,98.3,0,NaN,NaN
581,reef3874,182.14,-11.72,0,0,15.6,0,NaN,NaN
582,reef3878,182.55,-12.23,0,0,140.8,0,NaN,NaN
583,reef3880,183.11,-11.06,0,0,67.8,0,NaN,NaN
584,reef3881,183.17,-12.53,0,0,41,0,NaN,NaN
585,reef3884,183.29,-15.86,0,0,21.1,0,NaN,NaN
586,reef3887,183.39,-15.1,0,0,0.4,0,NaN,NaN
587,reef3889,183.53,26.98,0,0,17.1,0,NaN,NaN
588,reef3921,184.16,-22.37,0,0,0.8,0,NaN,NaN
589,reef3922,184.27,-12.19,0,0,13.2,0,NaN,NaN
590,reef3923,184.36,-12.92,0,0,17.2,0,NaN,NaN
591,reef3935,185.05,-1.63,0,0,49.7,0,NaN,NaN
592,reef3944,185.21,-19,0,0,58.2,0,NaN,NaN
593,reef3945,185.22,-12.32,0,0,3.8,0,NaN,NaN
594,reef3946,185.32,-13.07,0,0,2.1,0,NaN,NaN
595,reef3947,185.41,-12.09,0,0,12.4,0,NaN,NaN
596,reef3949,185.48,26.27,0,0,14.1,0,NaN,NaN
597,reef3950,185.55,-13.08,0,0,55.3,0,NaN,NaN
598,reef3953,185.68,-12.55,0,0,2.5,0,NaN,NaN
599,reef3970,186.18,-16.84,0,0,0.4,0,NaN,NaN
600,reef3971,186.22,5.63,0,0,3.2,0,NaN,NaN
601,reef3972,186.23,-16.65,0,0,1.4,0,NaN,NaN
602,reef3973,186.38,-15.61,0,0,1.7,0,NaN,NaN
603,reef3977,186.52,25.96,0,0,27.7,0,NaN,NaN
604,reef3984,187.57,25.49,0,0,37.7,0,NaN,NaN
605,reef3997,187.94,25.36,0,0,62.6,0,NaN,NaN
606,reef4020,189.39,25.39,0,0,929.3,0,NaN,NaN
607,reef4025,189.36,-14.88,0,0,7.3,0,NaN,NaN
608,reef4035,190.5,25.52,0,0,205,0,NaN,NaN
609,reef4036,190.99,17.58,0,0,0.2,0,NaN,NaN
610,reef4037,191.6,-18.25,0,0,6.1,0,NaN,NaN
611,reef4039,191.7,10.57,0,0,5.7,0,NaN,NaN
612,reef4055,192.24,-20.01,0,0,10.9,0,NaN,NaN
613,reef4056,192.68,24.59,0,0,0.4,0,NaN,NaN
614,reef4059,192.9,24.38,0,0,98,0,NaN,NaN
615,reef4066,193.53,19.08,0,0,0.2,0,NaN,NaN
616,reef4071,194.53,11.23,0,0,1.7,0,NaN,NaN
617,reef4072,194.78,19.66,0,0,0.2,0,NaN,NaN
618,reef4083,196.82,23.22,0,0,13.8,0,NaN,NaN
619,reef4091,197.06,23.24,0,0,27.1,0,NaN,NaN
620,reef4093,197.94,-9.56,0,0,6.4,0,NaN,NaN
621,reef4095,198.2,-8.27,0,0,7.2,0,NaN,NaN
622,reef4100,201.87,-8.65,0,0,17.7,0,NaN,NaN
623,reef4120,210.61,-10.79,0,0,11.2,0,NaN,NaN
624,reef4124,210.97,-11.39,0,0,28.7,0,NaN,NaN
625,reef4125,211.05,-26.39,0,0,8.9,0,NaN,NaN
626,reef4129,211.55,-12.05,0,0,19.1,0,NaN,NaN
627,reef4164,213.96,-27.03,0,0,21.8,0,NaN,NaN
628,reef4165,214.04,-24.65,0,0,92.5,0,NaN,NaN
629,reef4205,215.98,-27.43,0,0,2.5,0,NaN,NaN
630,reef4206,216.45,-20.42,0,0,45.2,0,NaN,NaN
631,reef4208,216.67,-20.63,0,0,16.7,0,NaN,NaN
632,reef4209,216.94,-20.71,0,0,21.3,0,NaN,NaN
633,reef4227,218.18,-18.76,0,0,87.4,0,NaN,NaN
634,reef4257,219.76,-28.93,0,0,3.2,0,NaN,NaN
635,reef4270,220.39,-8.09,0,0,30.5,0,NaN,NaN
636,reef4291,221.82,-10,0,0,0.2,0,NaN,NaN
637,reef4292,223.99,-23.52,0,0,20.7,0,NaN,NaN
638,reef4293,224.43,-23.53,0,0,1.2,0,NaN,NaN
639,reef4313,225.51,-23.34,0,0,38.9,0,NaN,NaN
640,reef4319,225.65,-23.65,0,0,19.3,0,NaN,NaN
641,reef4331,226.23,-22.7,0,0,1.2,0,NaN,NaN
642,reef4332,226.25,-23.72,0,0,2.6,0,NaN,NaN
643,reef4333,226.67,-23.84,0,0,30.3,0,NaN,NaN
644,reef4334,236.96,0.8,0,0,3.2,0,NaN,NaN
645,reef4335,240.41,12.13,0,0,15.1,0,NaN,NaN
646,reef4377,247.93,19.01,0,0,1.6,0,NaN,NaN
647,reef4463,257.92,-26.94,0,0,5.8,0,NaN,NaN
648,reef4465,259.14,-25.19,0,0,5.1,0,NaN,NaN
649,reef4466,259.27,-26.9,0,0,3.6,0,NaN,NaN
650,reef4467,259.34,-25.96,0,0,0.2,0,NaN,NaN
651,reef4468,259.45,-25.77,0,0,7.2,0,NaN,NaN
652,reef4474,260.29,-25.14,0,0,52.6,0,NaN,NaN
653,reef4478,261.25,-25.1,0,0,1,0,NaN,NaN
654,reef4483,265.73,15.01,0,0,7.5,0,NaN,NaN
655,reef4485,266.09,14.79,0,0,0.2,0,NaN,NaN
656,reef4489,266.41,14.56,0,0,0.4,0,NaN,NaN
657,reef4512,268.88,-25.05,0,0,5.1,0,NaN,NaN
658,reef4535,272.77,-25.49,0,0,61.6,0,NaN,NaN
659,reef4541,273.38,-25.69,0,0,83.6,0,NaN,NaN
660,reef4546,274.53,-25.71,0,0,1.7,0,NaN,NaN
661,reef4550,275.66,-25.91,0,0,14.9,0,NaN,NaN
662,reef4557,277.53,-25.62,0,0,1.6,0,NaN,NaN
663,reef4566,277.99,-25.07,0,0,6.2,0,NaN,NaN
664,reef4634,280.09,-9.08,0,0,2.1,0,NaN,NaN