"REGION","ISLAND","OBS_YEAR","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","PLANK_rel"
"MARIAN","Agrihan",2009,0.591346934378599,0.792231628102496,1.41512073968098,0.681834016998867,0.170300149209796
"MARIAN","Agrihan",2011,0.817982648207872,1.2147653523348,1.49230679925884,0.766056783101674,0.222171460759584
"MARIAN","Agrihan",2017,1.09966430057344,0.71325994448224,1.62692307205815,0.81892379809431,0.151684107101749
"MARIAN","Aguijan",2009,0.22455830780693,0.334495729433303,0.857674987037896,0.289133961020478,0.170580912199366
"MARIAN","Aguijan",2011,0.295071836488028,0.441082369592103,1.03496869017654,0.546458425960702,0.184839217531406
"MARIAN","Aguijan",2014,0.195413734603352,0.662095153128721,0.850804400501073,0.462235192870139,0.310406998080288
"MARIAN","Aguijan",2017,0.261389706827092,0.394342882957189,0.701733857832564,0.456635853369286,0.217596365733284
"MARIAN","Aguijan",2022,0.39131839549589,0.543041633897183,0.850380204227907,0.508507301288119,0.190407981349168
"MARIAN","Alamagan",2009,1.45511928109843,2.63637251595833,1.508231244457,1.89055781235791,0.275721110046598
"MARIAN","Alamagan",2011,0.706868408235796,1.90343022599672,1.1936805239363,1.11812438178639,0.315714819006541
"MARIAN","Alamagan",2014,0.619200126200805,1.77998948236149,1.80389925160977,1.01648361239126,0.237819489591482
"MARIAN","Alamagan",2017,0.482590484870717,0.729852510233188,0.867255902556917,0.591098719019363,0.224614876439048
"MARIAN","Asuncion",2009,1.03451597273388,1.0970260352294,1.8291845847067,0.617816541193878,0.217278681469025
"MARIAN","Asuncion",2011,0.727190249511258,1.04161644315661,1.24742746502557,0.664989200704411,0.223097180731131
"MARIAN","Asuncion",2014,0.768484934148004,1.95148097769667,1.33444471671832,0.713534568022143,0.318100685337983
"MARIAN","Asuncion",2017,0.762033386159973,1.50984182426739,1.38465965171545,0.741686687984835,0.271579258523602
"MARIAN","Asuncion",2022,0.8730696904563,2.45659407437159,1.1421615907371,0.823161596472495,0.384474084170288
"MARIAN","Farallon de Pajaros",2009,0.847713171219349,0.3944387283368,0.682222822221175,0.416636268290945,0.140106608206663
"MARIAN","Farallon de Pajaros",2011,0.942928068778137,1.26724792749915,1.26664264152976,0.732144762028666,0.261770351952579
"MARIAN","Farallon de Pajaros",2014,0.818967225481828,1.22232978455388,1.51244348432982,0.815243414807631,0.245548351120283
"MARIAN","Farallon de Pajaros",2017,1.14354800885833,0.939264217436903,1.09161015849725,0.868458183391452,0.198086539847805
"MARIAN","Farallon de Pajaros",2022,3.83056999219603,2.52800126887767,1.3161856547903,0.790600958920152,0.339928993714931
"MARIAN","Guam",2009,0.111045846729549,0.206755251698749,0.553098505330514,0.316166157717335,0.151312624074891
"MARIAN","Guam",2011,0.290570417916875,0.4546577623153,1.32888354366744,0.639209428183015,0.172063223631398
"MARIAN","Guam",2014,0.167493014411564,0.226814845214451,0.711205888663167,0.428989705566556,0.134947880657416
"MARIAN","Guam",2017,0.606717685554582,0.246496580035076,0.530466807792658,0.377867773489265,0.187728967054693
"MARIAN","Guam",2022,0.152142519312283,0.332720149448654,0.771994580789513,0.50389935499054,0.16422454070189
"MARIAN","Guguan",2009,1.19541086351906,3.23777851265324,2.32474136008396,1.6919075102456,0.330209803058608
"MARIAN","Guguan",2011,0.792626436480999,0.612854719283927,1.81454060455358,0.720436086161132,0.130979878770394
"MARIAN","Guguan",2014,3.20363669398016,1.82621906107671,1.59845800763687,0.578203595456046,0.190684176952599
"MARIAN","Guguan",2017,0.687295435279879,0.933737426856566,1.6328900662003,0.486059407450132,0.225989359809525
"MARIAN","Maug",2009,0.383624440405078,0.621253287671534,1.30610641885857,0.53272369807796,0.169485774990819
"MARIAN","Maug",2011,0.599928949764913,0.868094044313511,1.35891162421931,0.51190912512968,0.204006140539835
"MARIAN","Maug",2014,0.542725770900003,1.17682411989074,1.23768847450457,0.620214316866668,0.274390747386634
"MARIAN","Maug",2017,0.52976744702705,1.00743922430723,1.89656404719649,0.604416845991969,0.221015514103487
"MARIAN","Maug",2022,0.902874670386471,1.61445240653924,1.54630983618725,0.562137901430421,0.273472279809886
"MARIAN","Pagan",2009,0.544213727496007,0.793396936581022,1.14390924721018,0.667771255717903,0.188261646592124
"MARIAN","Pagan",2011,0.420898330539414,0.763407955701153,1.15502394379215,0.581730635509768,0.213420314893379
"MARIAN","Pagan",2014,0.636084430128308,1.16514462320395,1.29927768137627,0.754537418546731,0.218953404319125
"MARIAN","Pagan",2017,0.550597160526688,0.639782272362748,1.46520662551834,0.990196172258904,0.166495993889124
"MARIAN","Pagan",2022,0.626790179117559,1.13789977256568,1.90655904574943,0.801475852750758,0.191490961215372
"MARIAN","Rota",2009,0.128902444189016,0.405942128822189,0.775694910569977,0.609622413600955,0.184919293287696
"MARIAN","Rota",2011,0.215865053099555,0.311617483767992,1.00746764966739,0.656749934404434,0.138704641152508
"MARIAN","Rota",2014,0.176117336859815,0.417170193789852,1.02166625276351,0.345263949287781,0.149746492487571
"MARIAN","Rota",2017,0.131500812543065,0.385829830585189,0.661488594945736,0.491651483489706,0.211442933174197
"MARIAN","Rota",2022,0.218953349528121,0.225536331226243,0.928200170807799,0.48749768269832,0.116550840372292
"MARIAN","Saipan",2009,0.133407920610686,0.258556700515278,0.76881489355336,0.501925799056014,0.157057651663248
"MARIAN","Saipan",2011,0.113631220540821,0.261579792929487,0.590842195274303,0.443226633096008,0.208506823830532
"MARIAN","Saipan",2014,0.140372805587973,0.384087855173375,0.678672825693844,0.401103080138284,0.22437550808578
"MARIAN","Saipan",2017,0.104968592525086,0.258055122889818,0.61952861820242,0.383863915078528,0.201410480483439
"MARIAN","Saipan",2022,0.168317082148889,0.364887230773558,0.945473717212355,0.509753871885971,0.17357624830971
"MARIAN","Sarigan",2009,0.506772881102882,0.421284721694779,1.30359234483791,0.472699112343245,0.150894479398462
"MARIAN","Sarigan",2011,0.534440786519864,0.510315700215546,0.943054034730229,0.521468215028266,0.185167188160871
"MARIAN","Sarigan",2014,0.683724735277197,0.425973678473588,1.60705484355368,0.666092334800322,0.126862062989665
"MARIAN","Sarigan",2017,0.611404051015966,0.786342542926471,0.952792437677269,0.620519477658371,0.178708423716411
"MARIAN","Sarigan",2022,1.18068289033624,1.02789948231909,1.14591271786247,1.52017752873393,0.167522642832883
"MARIAN","Tinian",2009,0.111653882341685,0.254968527035407,0.862519706987824,0.338986922083417,0.179057342923853
"MARIAN","Tinian",2011,0.179651694144607,0.492612944511261,0.677029463824205,0.559775540996816,0.267957793589906
"MARIAN","Tinian",2014,0.0945127061131255,0.370535539179157,0.592288938503344,0.349913961759452,0.273269545819385
"MARIAN","Tinian",2017,0.176079056529949,0.313249844376476,0.613528964557802,0.456612751314193,0.223081342366916
"MARIAN","Tinian",2022,0.184853946382755,0.182569276768148,0.52526986979177,0.361290978806113,0.156487198447201
"MHI","Hawaii",2010,0.123807660509905,0.196036036226896,0.775498500682444,0.380641963723007,0.127607352968328
"MHI","Hawaii",2013,0.169928781216264,0.440632214889205,1.0279151789836,0.649498339572195,0.153752903928935
"MHI","Hawaii",2015,0.228514231672674,0.444155676470112,1.18693730595569,0.570786867065125,0.166326147348362
"MHI","Hawaii",2016,0.169451470780911,0.37751166806979,1.35330176323444,0.712876526508026,0.142737482674019
"MHI","Hawaii",2019,0.159125836814624,0.483153662596863,1.01652058932192,0.605004075979528,0.179287869427626
"MHI","Hawaii",2024,0.163944227180522,0.56545435518393,1.23942161099734,0.819517689619982,0.173796033825243
"MHI","Kahoolawe",2016,0.373994379287367,0.924090971266959,1.20805994201505,0.788801611151799,0.26285889229116
"MHI","Kahoolawe",2019,0.505320819047041,0.869121437874079,1.11341004417814,0.670618279649271,0.258947738455309
"MHI","Kahoolawe",2024,0.474568881520348,0.582190640663191,1.41333541810429,1.14170240312004,0.146216771927631
"MHI","Kauai",2010,0.235066579897304,0.321873148890937,0.419613252539602,0.461647673309519,0.168026902108627
"MHI","Kauai",2013,0.0617663176291643,0.182552407151584,0.552077400557703,0.469208258116931,0.137126536476556
"MHI","Kauai",2015,0.101039027560324,0.314545848379855,0.290901836090253,0.394818164788726,0.170575860946755
"MHI","Kauai",2016,0.0474354383133804,0.207138564342293,0.395436870439183,0.553544183454247,0.146558233037924
"MHI","Kauai",2019,0.104911232503132,0.200668981566087,0.406451485672803,0.726827363729432,0.145394923633305
"MHI","Kauai",2024,0.0653298030545248,0.10273817783631,0.568611389964973,0.451367231925058,0.0752110682931393
"MHI","Lanai",2010,0.290290172772765,0.264481496045802,0.716603991639097,0.317511919955435,0.139303829981702
"MHI","Lanai",2012,0.140517840361164,0.355892192416957,0.867497459095047,0.424424837580308,0.171698430028343
"MHI","Lanai",2013,0.175328137178956,0.357740134742973,0.737008974221814,0.459171889810405,0.128464401320446
"MHI","Lanai",2015,0.140959002470487,0.819560307131535,0.798357462565056,0.917229327614819,0.288344552824614
"MHI","Lanai",2016,0.220613651480839,0.686092542508252,1.1390511062567,0.455849368256819,0.189336260084787
"MHI","Lanai",2019,0.198509442615706,0.686609249707079,0.751756176971746,0.404191334547229,0.255915689204782
"MHI","Lanai",2024,0.14032111253341,1.28441955566998,1.04476042964717,1.3159000398512,0.256063058780504
"MHI","Maui",2010,0.0976634139534026,0.230027844898858,0.562439539079415,0.45755480468139,0.178424572828573
"MHI","Maui",2012,0.0878804960187327,0.149719327453969,0.741178767003447,0.405230834339388,0.106324926734405
"MHI","Maui",2013,0.0887864751460151,0.257673535552615,0.690380312426163,0.452462470366391,0.167680236519015
"MHI","Maui",2015,0.130067226950156,0.483534473010362,0.94713989139446,0.530201543743053,0.151537793105044
"MHI","Maui",2016,0.0926371707481189,0.560731096118968,0.88733405583772,0.435414441485385,0.19961398702748
"MHI","Maui",2019,0.176222748377021,0.305155921314955,0.690438257055304,0.866486864338155,0.144021768581039
"MHI","Maui",2024,0.095834269644405,0.616038108152582,0.819836758261581,0.60001684672001,0.160179872931951
"MHI","Molokai",2010,0.184317139702131,0.188766122939641,0.681403479114633,0.247207986555531,0.125320004091087
"MHI","Molokai",2012,0.116429395622459,0.188179452535075,0.972052672560844,0.781030707686158,0.0845826000904569
"MHI","Molokai",2013,0.105506291501203,1.0016973485041,1.18425275387633,0.589794294596106,0.156929886259542
"MHI","Molokai",2015,0.209479698211706,0.254613866943892,0.90848856483855,0.514086776290343,0.122208146624864
"MHI","Molokai",2016,0.173912768743355,0.399535355178562,0.978894943998181,0.68335043821638,0.11806816643661
"MHI","Molokai",2019,0.112809759223853,0.210541553645891,0.887839436584525,0.515639346710063,0.105778177906283
"MHI","Molokai",2024,0.204635038407589,0.270690909001845,1.29370393153026,1.29680062862457,0.101752694899022
"MHI","Niihau",2010,0.493093395520984,0.294353652543516,0.900113046134904,0.969095604184947,0.0522496073438556
"MHI","Niihau",2013,0.291497157675397,0.337411398558743,1.35751740812259,0.90274913052506,0.121074837226846
"MHI","Niihau",2015,0.426852622514208,0.415675942969796,1.27449248959394,0.806742334484539,0.0960691457642097
"MHI","Niihau",2016,0.207005958411224,0.498343952119456,1.45361585433427,0.671982837125612,0.157025567793215
"MHI","Niihau",2019,0.472891646725073,0.631454094237348,1.11656748420971,1.21104079886414,0.136363457944168
"MHI","Niihau",2024,0.343691221860381,0.298082445018676,0.904187886074243,0.79937185568828,0.103835974110555
"MHI","Oahu",2010,0.0239270886509532,0.100499307522264,0.275988419563998,0.268031049482388,0.10797236758168
"MHI","Oahu",2012,0.029816547408466,0.104030002207449,0.196707043660808,0.367891654725296,0.128468342029659
"MHI","Oahu",2013,0.0386978064608111,0.114573460753575,0.359691831530045,0.365907271132397,0.099239053412168
"MHI","Oahu",2015,0.0565848021606651,0.296765035387879,0.39008814871331,0.462661558052596,0.181359096551891
"MHI","Oahu",2016,0.0669841207509404,0.222580219517675,0.594723120472703,0.50184295045014,0.0845266288835335
"MHI","Oahu",2019,0.0548739841556588,0.293841247770788,0.498747217956124,0.414631151274207,0.169659280296758
"MHI","Oahu",2024,0.0268113125400042,0.132060135696744,0.306690766175829,0.357261935784889,0.108356284785645
"NWHI","French Frigate",2010,0.724022890550635,0.129016557056161,0.846065160172534,0.396543654991609,0.065082029220876
"NWHI","French Frigate",2011,0.789863678124986,0.202763624258259,1.0804680224359,1.16461797937099,0.0660037996483197
"NWHI","French Frigate",2012,0.821637553659442,0.264946164100277,1.02092915247155,1.00968539306818,0.0887192295516855
"NWHI","French Frigate",2014,0.615892039711944,1.19178649209631,1.07435525993821,0.645803044513155,0.199648765557357
"NWHI","French Frigate",2015,0.596326729005619,0.301582050523258,0.754185930642406,0.478270638415087,0.105345568905189
"NWHI","French Frigate",2016,0.39564223276513,0.358628268101675,0.866111941757482,0.540500858817074,0.140521582490479
"NWHI","French Frigate",2017,0.6160076660853,0.497587996896463,0.82102110034852,0.481090414988052,0.190413223874846
"NWHI","French Frigate",2024,0.804692310931311,0.743461689197444,1.14401448904899,1.0585611064531,0.108364818993673
"NWHI","Kure",2009,0.261942482237728,0.322648832219044,1.48178015453602,0.851648133428457,0.104414618495571
"NWHI","Kure",2010,0.185948662319975,0.196326463033099,0.893632559896074,0.486336874349491,0.100346572393883
"NWHI","Kure",2012,0.314433675428568,0.706499638401325,1.08566328992022,0.879820349964105,0.128099662763978
"NWHI","Kure",2015,0.289524420507513,0.275700170930228,2.26778190413122,0.791919196494341,0.104857196992401
"NWHI","Kure",2016,0.271034872494203,0.280828760852831,1.27094034946595,0.648786198553517,0.116687484602148
"NWHI","Kure",2017,0.0637178345032612,0.288524829733748,0.728948945203569,0.508768511927657,0.149129439486116
"NWHI","Kure",2024,0.10534975674951,0.261954712278028,1.24175736577592,0.615122407085627,0.143298398283394
"NWHI","Laysan",2009,0.306735131331907,0.260986415109098,1.05309963568187,0.7122337826382,0.086530814664401
"NWHI","Laysan",2011,0.666498348918421,0.257604300039674,0.770285720411809,0.664185052137324,0.0757962029247052
"NWHI","Laysan",2015,0.575029309465457,0.225276236096944,1.36173831146171,0.696162750545292,0.0694050605112184
"NWHI","Laysan",2017,0.308216875605188,0.186127705690646,0.700485742184167,0.357795084097536,0.093570617961349
"NWHI","Lisianski",2009,0.66523958199292,0.140237491956729,1.11756708552067,0.631454878515866,0.0598272786539497
"NWHI","Lisianski",2010,0.417646859954631,0.13542073406536,0.855669564291722,0.425988229792298,0.0634982941533479
"NWHI","Lisianski",2011,3.87257656401303,0.225248494311159,1.31372774609995,0.482162818900482,0.0734818767568923
"NWHI","Lisianski",2012,0.398521762758811,0.435694642704093,1.5429296399885,0.697438606072676,0.0884419463712797
"NWHI","Lisianski",2014,0.167111897339748,0.146615987582889,0.898845765674019,0.36150906160593,0.0794685196731517
"NWHI","Lisianski",2015,0.446466562477788,0.175364816742985,1.695959242374,0.66147399960561,0.0590311545299304
"NWHI","Lisianski",2016,0.380035623973403,0.132635817747875,0.868694445027518,0.418607387959627,0.0815696380260683
"NWHI","Lisianski",2017,0.509224274882159,0.131351749933992,1.08399528495852,0.323041562018127,0.0633877297050265
"NWHI","Lisianski",2024,0.75494394104417,0.233847063193408,0.847810683901481,0.39389045815869,0.101314841442646
"NWHI","Midway",2009,0.401771307117158,0.244400072507659,1.8613504642692,0.677906792611523,0.0797688804760606
"NWHI","Midway",2011,0.31221458724895,0.309681808515664,2.02817236428633,0.759231198422557,0.0771112074885042
"NWHI","Midway",2014,0.331554971151873,0.724812268458159,2.36217986516537,0.800787368939387,0.140624687555336
"NWHI","Midway",2015,0.812046106428382,1.23209253442257,3.24416294837072,1.09735757724764,0.148520481292892
"NWHI","Midway",2017,0.384416198320855,1.03510025593882,3.39083747774903,0.753493761944929,0.193105916518351
"NWHI","Pearl & Hermes",2010,0.257203891172574,0.145706502863019,0.74452217859899,0.4499380581625,0.0869401356306883
"NWHI","Pearl & Hermes",2011,0.353746528274533,0.262719819464415,1.05678119817796,0.529944164184966,0.106281419104091
"NWHI","Pearl & Hermes",2012,0.441168028571145,0.284637257908319,0.769331990864634,0.53026339912916,0.127145808917797
"NWHI","Pearl & Hermes",2015,0.534560159001109,1.47025950791107,1.66423722006132,0.815121382931335,0.258461344361483
"NWHI","Pearl & Hermes",2016,0.45451501736574,0.561046727919308,0.736930511356143,0.675854290989112,0.189126000467267
"NWHI","Pearl & Hermes",2017,0.330194215777343,0.751098189980836,0.444340550430105,0.537762397254816,0.296853949455316
"NWHI","Pearl & Hermes",2024,0.436193532133179,0.69402687352949,1.61173130432877,0.791197261573888,0.1666507055289
"PRIAs","Baker",2010,2.32645308328089,1.72429665489335,0.97580315969865,0.679643211859738,0.273939789707607
"PRIAs","Baker",2012,1.73235996273597,3.27984828721491,1.8211298493943,0.967484159862285,0.39197974656832
"PRIAs","Baker",2015,1.00296547951232,6.89452006124727,1.80263206471518,1.64741734468382,0.508880070832283
"PRIAs","Baker",2018,2.24571748398718,6.34096709678947,2.07472424140569,1.04684129762908,0.439014439276722
"PRIAs","Baker",2023,2.33011109786776,5.86161632679287,1.70797019009689,1.15634378637798,0.379064830371054
"PRIAs","Howland",2010,1.76262882361615,2.65107285177572,0.80689844282399,0.895966627272556,0.3655234963871
"PRIAs","Howland",2012,1.85219024289104,4.86527928786908,1.25683039614245,1.18284162799813,0.447103661047793
"PRIAs","Howland",2015,1.24810953274402,9.28989634534858,1.35060938849963,1.3124379615627,0.60982046814152
"PRIAs","Howland",2018,2.13331640394119,6.08095204425979,1.24787668247629,1.06519152606147,0.502144998555517
"PRIAs","Howland",2023,2.30196281022376,4.52173531016771,1.40556931139058,1.30424423159382,0.3982823447741
"PRIAs","Jarvis",2010,2.83873815281558,2.83494969219651,1.7489030529291,1.12041344406506,0.301086196980218
"PRIAs","Jarvis",2012,2.49844970776317,5.26183533411584,2.58323552920245,1.55557252733368,0.378400830055462
"PRIAs","Jarvis",2015,1.52149917849083,6.14325208737825,1.65645861424346,1.04110358243765,0.501723222718479
"PRIAs","Jarvis",2016,1.22047921041111,2.64377271211202,1.85952530552853,0.91756502463264,0.277247326489617
"PRIAs","Jarvis",2017,1.97191488412207,4.00126184134287,1.72197804811804,0.859603120597289,0.402834636511459
"PRIAs","Jarvis",2018,2.53560620245649,3.39553411259926,1.98295925345407,1.04768866398686,0.353916287878121
"PRIAs","Johnston",2010,0.264448069913896,0.229715289402109,1.15157567028318,0.267557566960828,0.105609302597967
"PRIAs","Johnston",2012,0.245389513951755,0.468062230068227,1.26538221958504,0.436774755589769,0.132588231620839
"PRIAs","Johnston",2015,0.371918554600619,1.59408356685234,1.90648667408549,0.486646650329462,0.200348174142695
"PRIAs","Kingman",2010,1.74228828550149,3.10205375754163,1.39516192886627,0.742062128142671,0.284604770592834
"PRIAs","Kingman",2012,1.91576572618705,2.12434024787926,1.92026512310916,1.10820757038685,0.242544989177103
"PRIAs","Kingman",2015,1.48653054946103,2.32081925916588,1.09163305949755,0.640332557858599,0.288881699960216
"PRIAs","Kingman",2018,1.19186893427167,1.58416564075177,1.19475077954425,0.771018966031928,0.273138312646692
"PRIAs","Palmyra",2010,1.58400339800431,1.90579889440992,3.11184679017024,0.914958265030504,0.246861087069017
"PRIAs","Palmyra",2012,2.03427148889824,4.24083059971049,2.09288032258399,1.98537491998722,0.332627151209549
"PRIAs","Palmyra",2015,1.2597546673959,0.945521887045642,1.13642527086934,0.956522488088398,0.202259171696817
"PRIAs","Palmyra",2018,1.04721517952527,1.12011454096252,1.58095659886449,0.849443251476226,0.220778011597193
"PRIAs","Wake",2009,0.421361890656768,0.576174797708933,1.09652797094534,1.85214121294216,0.203965372775339
"PRIAs","Wake",2011,0.334476951249517,0.691397654919046,1.55857018135116,0.699764515420349,0.196511821731542
"PRIAs","Wake",2014,0.666498601169877,0.524867402777364,1.81176947772076,0.54704390631257,0.157315587187116
"PRIAs","Wake",2017,0.731546470680909,0.425547462770973,1.87884184060714,1.00452798075741,0.122774867779015
"SAMOA","Ofu & Olosega",2010,0.277267936160592,0.482402294528727,1.62980854985663,0.5240526008927,0.167200590212274
"SAMOA","Ofu & Olosega",2012,0.657073540119418,1.16680900873313,2.67274840276972,1.20690573659674,0.18754754358212
"SAMOA","Ofu & Olosega",2015,0.498716508306546,0.490359532803146,1.90954145742953,0.652033991457709,0.147028666823243
"SAMOA","Ofu & Olosega",2016,0.339710426583146,0.507030758076035,1.87513093958143,0.809365604760141,0.153593546354443
"SAMOA","Ofu & Olosega",2018,0.679938278438891,0.865792180540531,2.56311556377638,1.22407018886307,0.158230655213692
"SAMOA","Ofu & Olosega",2023,0.557247984147951,0.89438643460143,2.06538358132628,1.05801985069349,0.17796404048476
"SAMOA","Rose",2010,0.297995713940953,0.814274755999026,0.917386153336223,0.306965015074796,0.303513924220383
"SAMOA","Rose",2012,0.644647955576194,0.6886554555378,1.26066343558926,0.507031022581388,0.202035208193389
"SAMOA","Rose",2015,0.400819921090733,0.71720283237376,0.965723113345326,0.533778726188163,0.267228955703791
"SAMOA","Rose",2016,0.635389126211446,1.17577916477176,1.37886277305779,0.535129280364028,0.295652924771314
"SAMOA","Rose",2018,1.14996227055411,0.748863973334,1.83318928372008,1.14145853247381,0.17308744524119
"SAMOA","Rose",2023,0.420833864056889,0.892893988382413,0.916455457508924,0.493126542442981,0.304617919629994
"SAMOA","Swains",2010,0.733694976011217,1.53504933467796,0.508483125724738,0.362916258235466,0.479146025609504
"SAMOA","Swains",2012,1.73854514548695,1.72535385436357,0.774131747131399,0.580971582050248,0.431518439512017
"SAMOA","Swains",2015,1.59646973923577,1.60854013812502,0.568110992070607,0.500123643018572,0.436927630271039
"SAMOA","Swains",2018,1.61201220511721,0.951215001325372,0.847643893218094,0.466146538881464,0.288279043745354
"SAMOA","Tau",2010,0.223733810787073,0.44218973413324,1.22587227792835,0.487467449710257,0.197588081426938
"SAMOA","Tau",2012,0.365861443907221,0.898719171623685,1.75333821980723,0.870701918499701,0.168879853758944
"SAMOA","Tau",2015,0.250357496142665,0.41787343421162,1.32547521471689,0.559143525006048,0.161502287984713
"SAMOA","Tau",2016,0.373547517029195,0.50844962210545,1.54785827312252,0.682002617561696,0.15100437753577
"SAMOA","Tau",2018,0.671123852838472,0.727836342674349,2.25871801473346,1.11312237644383,0.136599960896857
"SAMOA","Tau",2023,1.15263497359759,0.789281871532654,1.54455376000822,0.836231969290493,0.182596836320625
"SAMOA","Tutuila",2010,0.203127115498225,0.530818193549039,1.29632738037649,0.448461568385576,0.181388982037903
"SAMOA","Tutuila",2012,0.332990622687777,1.00222751908084,1.3937031613387,0.697711028791665,0.21821690326063
"SAMOA","Tutuila",2015,0.356092824970095,0.764943905578986,1.22791442635347,0.557322722693887,0.215017052532318
"SAMOA","Tutuila",2016,0.253949706056139,0.65837451344687,1.33984696448444,0.617370944916864,0.179196460674443
"SAMOA","Tutuila",2018,0.327620420174524,0.895308817561782,1.90287448339021,0.970821774113894,0.185917540115651
"SAMOA","Tutuila",2023,0.403325940202306,1.18905569856984,1.43747156891171,0.658318864670534,0.253247377249723
